,,,,Rougé-Maillart 2009,,,,,,,,,Buckberry and Chamberlain 2002,,,,,,,Lovejoy 1985,,Suchey-Brooks 1990,,Iscan 1984-1985,,Falys and Prangle 2015,,,,,Beauthier 2010,,,,,,Mann 1991
CIM,Age-at-death,ASAB,,ORGANIZZAZIONE TRASVERSA (1-7),SURFACE TEXTURE (1-5),POROSITà (1-5),ATTIVITà APICE (1-3),RIM (1-5),FOSSA (1-4),ATTIVITà APICE (1-3),SCORE,,ORGANIZZAZIONE TRASVERSA (1-5),SURFACE TEXTURE (1-5),MICROPOROSITà (1-3),MACROPOROSITà (1-3),ATTIVITà APICE (1-3),SCORE,,SCORE,,SCORE,,SCORE,,topography,porosity,osteophitic formation,SCORE,,IN,AMP,TP,PMP,cp,,GROUP
1298,44,M,,4,4,3,2,2,1,2,18,,4,4,3,1,1,13,,5,,,,6,,4,2,1,7,,11,3,5,8,1.80,,1
1300,60,M,,6,5,3,3,3,3,2,25,,5,5,3,1,3,17,,7,,6,,,,4,4,2,10,,15,6,20,7,3.20,,4
1301,40,M,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
1302,68,M,,5,5,3,3,5,3,3,27,,5,5,3,2,2,17,,8,,,,,,3,4,2,9,,15,10,24,8,3.80,,5
1304,79,M,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,6,,,,5,4,3,12,,16,10,23,8,3.80,,5
1310,62,M,,6,5,4,2,4,3,2,26,,5,5,3,2,2,17,,8,,,,,,3,4,2,9,,16,9,19,7,3.40,,5
1311,68,M,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,16,12,19,8,3.67,,5
1313,67,M,,5,4,3,3,5,3,3,26,,5,4,3,1,3,16,,7,,6,,,,3,2,3,8,,15,0,20,4,2.60,,2
1322,39,M,,2,3,1,2,3,2,2,15,,2,3,1,1,2,9,,4,,4,,5,,1,2,1,4,,15,7,14,6,2.80,,3
1325,39,M,,4,4,2,1,2,2,1,16,,4,4,2,1,1,12,,5,,4,,,,2,1,1,4,,16,10,22,7,3.67,,5
1343,35,M,,4,3,3,1,1,1,2,15,,4,3,2,2,1,12,,4,,,,,,1,2,1,4,,,,,,,,
1348,46,M,,5,4,3,1,3,3,2,21,,5,4,3,1,1,14,,5,,5,,,,3,1,2,6,,,,,,,,
1356,70,M,,6,5,4,2,4,4,2,27,,5,5,3,2,2,17,,8,,6,,,,,,,,,,,,,,,
1358,71,M,,6,5,5,2,4,2,3,27,,5,5,3,3,2,18,,8,,6,,,,4,4,2,10,,,,,,,,
1361,72,M,,4,4,4,2,4,3,2,23,,4,4,2,2,2,14,,7,,,,,,3,4,2,9,,15,11,13,6,3.00,,3
1376,86,M,,7,5,5,3,5,4,3,32,,5,5,3,2,3,18,,8,,6,,8,,4,5,3,12,,16,12,24,8,4.00,,5
1381,90,M,,6,4,4,3,5,4,3,29,,5,4,3,2,3,17,,8,,,,,,5,5,4,14,,,,,,,,
1392,44,M,,4,5,3,2,1,2,1,18,,4,5,3,1,2,15,,6,,5,,,,3,4,2,9,,12,0,6,5,1.53,,2
1436,70,M,,7,5,4,2,5,3,2,28,,5,5,3,2,2,17,,8,,,,,,,,,,,,,,,,,
1437,44,M,,4,4,3,2,4,2,2,21,,4,4,3,1,2,14,,5,,,,6,,3,1,2,6,,14,9,21,8,3.47,,5
1443,101,M,,,,,,,,,,,,,,,,,,,,,,8,,6,6,3,15,,16,10,18,8,3.47,,5
2,56,F,,5,5,3,2,4,2,3,24,,5,5,3,1,2,16,,7,,,,,,3,2,2,7,,,,,,,,
5,79,F,,7,5,5,3,4,3,3,30,,5,5,3,2,3,18,,8,,6,,,,5,3,3,11,,,,,,,,
6,83,F,,4,5,5,3,5,2,2,26,,4,5,3,3,3,18,,8,,6,,,,5,4,3,12,,,,,,,,
7,79,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,83,F,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,16,11,23,5,3.67,,2
16,86,F,,7,5,4,3,5,2,3,29,,5,5,3,1,3,17,,8,,6,,,,5,3,4,12,,,,,,,,
18,70,F,,7,5,4,2,5,3,2,28,,5,5,3,2,3,18,,8,,,,,,4,5,2,11,,15,4,4,2,1.67,,2
20,82,F,,6,5,5,2,5,4,3,30,,5,5,3,3,2,18,,8,,6,,,,6,5,3,14,,,,,,,,
21,86,F,,7,5,4,3,5,4,3,31,,5,5,3,2,3,18,,8,,6,,,,5,4,3,12,,,,,,,,
23,55,F,,7,5,4,2,3,2,2,25,,5,5,3,2,2,17,,8,,,,,,,,,,,,,,,,,
31,65,F,,5,5,4,2,5,3,2,26,,4,5,2,2,2,15,,7,,,,,,4,2,2,8,,16,3,11,2,2.13,,2
32,82,F,,,,,,,,,,,,,,,,,,,,,,,,5,4,3,12,,16,5,6,6,2.20,,3
37,70,F,,,,,,,,,,,,,,,,,,,,6,,,,3,2,2,7,,15,3,3,6,1.80,,3
38,86,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,6,,,,5,4,3,12,,16,6,8,8,2.53,,3
42,87,F,,7,5,5,3,5,1,3,29,,5,5,3,2,2,17,,8,,6,,6,,3,4,2,9,,16,6,9,5,2.40,,2
46,86,F,,7,5,4,3,5,4,3,31,,5,5,3,2,3,18,,8,,,,,,,,,,,14,1,8,4,1.80,,2
47,76,F,,7,5,5,3,4,2,2,28,,5,5,3,3,3,19,,8,,,,,,,,,,,,,,,,,
48,69,F,,6,5,4,2,3,2,2,24,,5,5,3,2,2,17,,8,,,,,,3,2,2,7,,,,,,,,
50,83,F,,7,5,5,3,4,4,3,31,,5,5,3,3,3,19,,8,,6,,,,5,4,2,11,,16,8,5,8,2.47,,3
56,83,F,,7,5,4,2,5,2,3,28,,5,5,3,2,2,17,,8,,,,,,,,,,,,,,,,,
62,73,F,,6,5,4,3,4,2,2,26,,5,5,3,2,3,18,,8,,6,,,,5,4,3,12,,16,11,10,8,3.00,,3
68,92,F,,6,5,5,3,5,4,3,31,,4,5,3,3,3,18,,8,,6,,6,,5,5,4,14,,,,,,,,
76,97,F,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,6,,,,,,,,,,,,,,,
77,92,F,,3,5,5,3,5,4,3,28,,3,5,3,3,3,17,,8,,6,,,,6,4,4,14,,,,,,,,
79,91,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,6,,,,4,5,3,12,,,,,,,,
81,89,F,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,,,,,,,,,,,,,,,,
83,87,F,,7,5,5,3,4,4,3,31,,5,5,3,3,3,19,,8,,,,,,6,6,3,15,,,,,,,,
88,92,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,6,,,,6,6,3,15,,15,5,4,5,1.93,,2
89,85,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,,,,,,,,,,16,1,9,8,2.27,,3
90,85,F,,6,5,5,3,5,2,2,28,,5,5,3,2,3,18,,8,,6,,,,,,,,,,,,,,,
93,57,F,,6,5,4,2,2,2,1,22,,5,5,3,2,2,17,,7,,6,,,,3,2,2,7,,11,0,3,8,1.47,,1
95,56,F,,7,5,5,3,3,2,2,27,,5,5,3,3,2,18,,8,,,,,,3,4,1,9,,15,4,4,6,1.93,,3
97,72,F,,7,5,4,3,5,4,3,31,,5,5,3,2,3,18,,8,,6,,,,4,4,2,10,,16,1,4,7,1.87,,3
101,78,F,,6,5,5,3,4,2,3,28,,5,5,3,3,3,19,,8,,6,,,,3,4,2,9,,9,0,8,0,1.13,,1
102,69,F,,7,4,4,3,5,2,3,28,,5,4,3,2,3,17,,8,,6,,,,,,,,,,,,,,,
107,78,F,,7,5,4,3,5,3,2,29,,5,5,3,2,3,18,,8,,,,,,5,4,3,12,,,,,,,,
108,71,F,,3,5,4,2,5,4,2,25,,3,5,3,2,2,15,,7,,6,,6,,4,4,2,10,,16,1,7,6,2.00,,3
115,67,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,97,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,,,,,,,,,,,,,,,,
124,101,F,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,6,,,,,,,,,,,,,,,
132,81,F,,6,5,4,3,4,3,2,27,,5,5,3,2,3,18,,8,,,,,,,,,,,,,,,,,
134,91,F,,,,,,,,,,,,,,,,,,,,6,,,,6,4,2,12,,,,,,,,
144,76,F,,6,5,4,3,4,3,3,28,,5,5,3,2,3,18,,8,,,,,,4,2,2,8,,15,11,19,8,3.53,,5
146,68,F,,7,5,4,2,3,2,3,26,,5,5,3,2,2,17,,8,,5,,5,,5,3,3,11,,10,0,8,6,1.60,,1
154,69,F,,5,5,3,3,5,4,2,27,,5,5,3,2,3,18,,8,,,,,,3,4,2,9,,15,5,4,2,1.73,,2
156,74,F,,7,5,5,3,4,4,3,31,,5,5,3,3,3,19,,8,,,,,,5,4,3,12,,,,,,,,
157,88,F,,7,5,5,2,4,3,2,28,,5,5,3,3,2,18,,8,,,,,,,,,,,,,,,,,
159,80,F,,7,5,5,3,5,3,2,30,,5,5,3,3,3,19,,8,,6,,,,3,4,2,9,,,,,,,,
163,81,F,,7,5,5,2,4,3,2,28,,5,5,3,3,2,18,,8,,,,,,,,,,,15,2,3,8,1.87,,3
165,77,F,,6,5,5,3,4,3,2,28,,4,5,3,3,3,18,,8,,,,,,3,4,2,9,,,,,,,,
169,95,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,,,,,5,5,3,13,,16,1,14,7,2.53,,3
171,74,F,,7,5,4,2,4,2,2,26,,5,5,3,2,2,17,,8,,5,,,,,,,,,16,8,16,6,3.07,,3
177,70,F,,6,5,3,2,5,3,2,26,,5,5,3,1,2,16,,7,,6,,,,5,5,3,13,,13,6,12,5,2.40,,2
179,93,F,,7,5,5,3,4,4,3,31,,5,5,3,3,3,19,,8,,6,,,,,,,,,,,,,,,
181,88,F,,6,5,5,3,4,2,3,28,,5,5,3,3,3,19,,8,,,,,,4,5,2,11,,16,11,15,8,3.33,,3
182,42,F,,6,4,5,1,3,2,1,22,,5,4,3,3,1,16,,7,,5,,6,,2,2,1,5,,16,4,1,1,1.47,,2
183,78,F,,6,5,3,3,5,4,3,29,,5,5,3,1,3,17,,8,,6,,,,5,4,4,13,,,,,,,,
184,78,F,,7,5,5,3,4,2,3,29,,5,5,3,3,3,19,,8,,6,,,,,,,,,10,4,12,8,2.27,,1
200,92,F,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,6,,,,,,,,,,,,,,,
273,72,F,,7,5,4,2,5,3,2,28,,5,5,3,2,3,18,,8,,,,,,3,4,2,9,,,,,,,,
277,76,F,,7,5,5,3,3,3,2,28,,5,5,3,3,3,19,,8,,6,,,,,,,,,12,3,8,7,2.00,,3
280,62,F,,5,5,3,3,4,3,3,26,,4,5,3,1,3,16,,8,,5,,,,3,2,2,7,,,,,,,,
287,91,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,8,8,2.33,,3
291,79,F,,7,5,5,2,4,4,2,29,,5,5,3,3,2,18,,8,,,,,,,,,,,16,11,5,8,2.67,,3
295,71,F,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,9,,16,6,17,7,3.07,,3
296,47,F,,4,4,2,1,3,1,2,17,,4,4,2,1,1,12,,5,,5,,,,,,,,,13,8,10,8,2.60,,3
298,87,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,,,6,,6,6,3,15,,16,3,6,8,2.20,,3
299,88,F,,6,4,3,3,5,4,2,27,,5,4,3,2,3,17,,8,,6,,,,,,,,,9,1,4,2,1.07,,1
301,85,F,,6,5,4,3,5,2,2,27,,5,5,3,2,3,18,,8,,6,,,,,,,,,14,1,7,2,1.60,,2
315,74,F,,6,5,3,3,4,2,3,26,,5,5,3,1,3,17,,8,,6,,,,4,2,2,8,,,,,,,,
321,91,F,,,,,,,,,,,5,5,3,3,3,19,,8,,,,,,4,5,2,11,,,,,,,,
322,94,F,,7,5,5,3,5,4,2,31,,5,5,3,3,3,19,,8,,,,6,,5,5,3,13,,12,0,5,0,1.13,,2
326,75,F,,6,4,5,2,4,4,2,27,,5,5,3,3,2,18,,8,,,,,,,,,,,16,1,7,8,2.13,,3
327,83,F,,7,5,5,3,4,3,2,29,,5,5,3,3,3,19,,8,,,,,,4,5,2,11,,16,1,8,0,1.67,,2
330,88,F,,7,5,5,3,5,2,3,30,,5,5,3,3,3,19,,8,,6,,,,3,4,2,9,,14,8,13,8,2.87,,3
332,74,F,,5,4,5,2,5,4,2,27,,5,4,3,3,2,17,,8,,,,6,,3,3,2,8,,16,3,8,7,2.27,,3
338,82,F,,5,5,4,3,5,4,3,29,,5,5,3,2,2,17,,8,,6,,,,6,6,2,14,,15,6,8,7,2.40,,3
340,67,F,,7,5,4,3,5,3,3,30,,5,5,3,2,3,18,,8,,,,,,4,4,2,10,,12,0,11,2,1.67,,2
341,84,F,,7,5,5,3,4,3,2,29,,5,5,3,3,3,19,,8,,6,,,,4,4,2,10,,15,0,10,0,1.67,,2
344,91,F,,7,5,5,3,5,4,2,31,,5,5,3,3,3,19,,8,,,,,,5,5,4,14,,16,4,9,8,2.47,,3
345,79,F,,6,5,4,3,5,4,3,30,,5,5,3,2,3,18,,8,,6,,,,5,4,4,13,,16,5,13,6,2.67,,3
346,64,F,,6,5,3,3,4,2,3,26,,5,5,3,1,3,17,,7,,,,,,3,2,2,7,,16,8,13,7,2.93,,3
351,57,F,,4,4,4,2,4,3,2,23,,4,4,3,2,2,15,,7,,5,,5,,2,2,1,5,,,,,,,,
355,83,F,,,,,,,,,,,5,5,3,3,3,19,,8,,,,,,,,,,,,,,,,,
361,83,F,,5,4,3,3,5,4,3,27,,5,5,3,1,2,16,,7,,,,,,,,,,,12,1,1,5,1.27,,2
370,88,F,,7,5,4,3,5,4,3,31,,5,5,3,2,3,18,,8,,6,,8,,5,4,3,12,,16,3,5,7,2.07,,3
371,84,F,,7,5,4,3,5,3,3,30,,5,5,3,2,3,18,,8,,,,,,3,4,2,9,,15,0,9,0,1.60,,2
378,86,F,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,6,,,,5,4,3,12,,,,,,,,
380,72,F,,7,5,3,3,5,2,2,27,,5,5,3,1,3,17,,8,,,,,,,,,,,16,0,8,2,1.73,,2
387,81,F,,7,5,5,3,5,3,2,30,,5,5,3,3,3,19,,8,,6,,7,,5,4,3,12,,16,5,9,4,2.27,,2
399,77,F,,7,5,4,3,5,3,3,30,,5,5,3,2,3,18,,8,,,,,,,,,,,15,2,5,2,1.60,,2
403,95,F,,,,,,,,,,,,,,,,,,,,,,,,5,5,3,13,,16,2,3,2,1.53,,2
407,86,F,,6,5,5,3,5,4,3,31,,5,5,3,3,3,19,,8,,6,,,,4,4,2,10,,,,,,,,
409,27,F,,2,1,2,1,2,2,1,11,,2,1,2,1,1,7,,2,,2,,3,,,,,,,,,,,,,
422,59,F,,,,,,,,,,,,,,,,,,,,,,,,2,4,2,8,,,,,,,,
423,76,F,,6,5,5,3,5,2,3,29,,5,5,3,3,3,19,,8,,6,,,,5,4,3,12,,10,5,5,7,1.80,,1
426,68,F,,4,4,4,3,5,3,3,26,,4,4,3,2,2,15,,7,,,,,,,,,,,,,,,,,
427,68,F,,6,5,3,2,4,2,2,24,,5,5,3,1,2,16,,7,,,,,,3,4,2,9,,14,4,4,8,2.00,,3
430,89,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,6,,,,5,5,3,13,,,,,,,,
434,24,F,,2,2,1,1,1,2,1,10,,2,2,1,1,1,7,,2,,,,,,partially fused,partially fused,partially fused,partially fused,,14,1,0,0,1.00,,2
442,63,F,,6,5,5,3,4,2,1,26,,5,5,3,2,3,18,,8,,,,,,,,,,,,,,,,,
452,68,F,,6,5,4,3,3,2,3,26,,5,5,3,1,3,17,,8,,,,,,4,4,2,10,,15,0,9,4,1.87,,2
455,71,F,,6,5,3,3,5,2,3,27,,5,5,3,1,3,17,,7,,,,,,,,,,,,,,,,,
459,83,F,,4,5,4,3,5,2,3,26,,4,5,3,2,3,17,,8,,5,,,,6,6,3,15,,15,11,6,7,2.60,,3
463,80,F,,6,5,4,2,5,3,2,27,,5,5,3,2,2,17,,8,,5,,,,,,,,,,,,,,,
477,56,F,,4,4,4,2,4,3,2,23,,4,4,3,2,2,15,,7,,6,,,,2,2,1,5,,16,3,11,7,2.47,,3
481,85,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,,,,,6,6,3,15,,,,,,,,
485,77,F,,7,5,5,3,4,3,2,29,,5,5,3,3,3,19,,8,,,,,,,,,,,16,12,17,8,3.53,,3
489,83,F,,7,5,5,2,4,4,2,29,,5,5,3,3,2,18,,8,,,,,,4,5,3,12,,,,,,,,
490,82,F,,7,5,4,3,5,3,3,30,,5,5,3,2,3,18,,8,,,,,,,,,,,16,2,14,7,2.60,,3
493,85,F,,6,5,4,3,4,3,3,28,,5,5,3,2,3,18,,8,,,,,,,,,,,16,9,23,7,3.67,,5
499,82,F,,7,4,5,3,5,4,3,31,,5,4,3,3,2,17,,8,,6,,,,5,4,3,12,,,,,,,,
517,71,F,,,,,,,,,,,5,5,3,3,2,18,,8,,,,,,5,4,3,12,,15,2,2,2,1.40,,2
529,88,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,,,,,,,,,,16,4,9,8,2.47,,3
535,69,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,8,6,2.13,,3
545,77,F,,6,5,5,3,3,2,3,27,,4,5,3,3,3,18,,8,,,,,,,,,,,,,,,,,
556,49,F,,4,5,2,3,2,2,2,20,,4,5,2,1,3,15,,7,,,,,,3,2,1,6,,16,0,4,0,1.33,,2
561,74,F,,6,5,3,3,4,3,3,27,,5,5,3,1,3,17,,8,,6,,,,3,3,3,9,,,,,,,,
573,79,F,,5,5,5,3,4,2,3,27,,4,5,3,3,3,18,,8,,,,,,5,4,3,12,,13,1,2,4,1.33,,2
602,86,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,,,,,,,,,,,,,,,,
691,83,F,,7,5,3,3,4,3,3,28,,5,5,3,1,3,17,,8,,,,,,5,5,3,13,,12,1,8,6,1.80,,3
722,76,F,,7,5,3,3,5,4,3,30,,5,5,3,1,3,17,,8,,,,,,,,,,,,,,,,,
730,75,F,,,,,,,,,,,5,5,3,3,3,19,,8,,,,,,,,,,,,,,,,,
735,68,F,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,8,,,,,,,,
854,41,F,,4,3,3,2,3,1,2,18,,4,3,3,1,2,13,,5,,4,,5,,2,2,1,5,,16,0,4,7,1.80,,3
856,41,F,,3,3,2,2,2,2,1,15,,3,3,2,1,2,11,,4,,4,,4,,2,1,1,4,,,,,,,,
884,57,F,,5,5,4,2,3,3,3,25,,5,5,2,2,2,16,,7,,6,,5,,5,1,2,8,,14,4,12,6,2.40,,3
902,68,F,,5,5,4,2,5,3,2,26,,5,5,3,2,2,17,,8,,6,,,,,,,,,11,0,6,2,1.27,,1
910,68,F,,4,5,4,3,4,3,3,26,,4,5,3,2,3,17,,8,,,,,,,,,,,16,3,8,6,2.20,,3
917,68,F,,6,5,3,3,5,2,3,27,,5,5,3,1,3,17,,7,,6,,,,4,2,2,8,,15,4,12,2,2.20,,2
921,84,F,,7,5,4,3,5,4,3,31,,5,5,3,2,3,18,,8,,,,,,5,5,2,12,,,,,,,,
922,78,F,,7,5,4,2,5,4,3,30,,5,5,3,2,2,17,,8,,6,,,,4,3,2,9,,16,0,2,0,1.20,,2
923,78,F,,7,5,5,2,4,3,2,28,,5,5,3,3,2,18,,8,,6,,,,,,,,,16,2,8,6,2.13,,3
935,81,F,,7,5,4,3,5,3,3,30,,5,5,3,2,3,18,,8,,6,,,,,,,,,,,,,,,
956,71,F,,6,5,3,2,5,2,3,26,,5,5,3,1,2,16,,7,,6,,,,3,3,2,8,,16,11,16,8,3.40,,3
977,89,F,,6,5,4,3,5,3,3,29,,5,5,3,2,3,18,,8,,6,,,,5,4,3,12,,15,6,6,1,1.87,,2
980,73,F,,6,5,4,3,5,1,3,27,,5,5,3,2,3,18,,8,,6,,,,4,3,3,10,,9,2,9,1,1.40,,1
982,72,F,,6,5,4,3,5,2,3,28,,5,5,2,1,2,15,,7,,,,,,4,4,2,10,,11,4,4,5,1.60,,1
991,85,F,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,6,,,,4,4,3,11,,15,1,4,2,1.47,,2
993,86,F,,6,5,5,3,5,4,3,31,,5,5,3,3,3,19,,8,,,,,,5,5,3,13,,,,,,,,
998,75,F,,7,4,5,3,5,3,3,30,,5,4,3,3,3,18,,8,,6,,,,3,3,2,8,,16,1,3,0,1.33,,2
1005,93,F,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,6,,,,,,,,,16,3,8,0,1.80,,2
1006,75,F,,6,5,4,3,5,3,3,29,,5,5,3,2,3,18,,8,,,,,,5,4,4,13,,8,0,8,5,1.40,,1
1007,88,F,,4,5,4,3,5,4,3,28,,4,5,3,2,3,17,,8,,6,,,,6,6,2,14,,12,4,3,1,1.33,,2
1012,81,F,,7,4,4,3,4,3,2,27,,5,4,2,2,3,16,,8,,6,,,,,,,,,12,4,11,8,2.33,,3
1016,97,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,6,,,,4,4,2,10,,15,3,4,7,1.93,,3
1023,93,F,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,6,,,,,,,,,16,3,15,8,2.80,,3
1025,84,F,,7,5,5,2,5,4,2,30,,5,5,3,3,2,18,,8,,,,,,,,,,,15,8,15,4,2.80,,2
1030,68,F,,6,5,5,2,5,1,3,27,,5,5,3,3,2,18,,8,,6,,,,4,4,2,10,,,,,,,,
1040,88,F,,7,5,5,3,5,4,3,32,,5,5,3,3,3,19,,8,,,,,,4,4,3,11,,11,2,3,7,1.53,,1
1046,93,F,,7,5,4,3,5,3,3,30,,5,5,3,2,3,18,,8,,6,,,,5,4,4,13,,,,,,,,
1094,79,F,,6,5,4,3,5,3,3,29,,5,5,3,2,3,18,,7,,6,,,,5,5,4,14,,16,4,5,6,2.07,,3
1066,89,F,,5,5,4,3,4,3,3,27,,4,5,3,2,3,17,,8,,,,,,4,4,3,11,,,,,,,,
1068,74,F,,7,5,5,2,5,2,3,29,,5,5,3,3,2,18,,8,,,,,,3,4,2,9,,14,8,12,7,2.73,,3
1070,83,F,,7,5,5,3,3,3,1,27,,5,5,3,3,3,19,,8,,6,,8,,3,4,2,9,,15,7,12,2,2.40,,2
1072,72,F,,6,5,5,3,4,4,3,30,,5,5,3,3,3,19,,8,,,,,,5,4,3,12,,16,5,13,5,2.60,,2
1091,63,F,,6,4,4,2,3,2,2,23,,5,4,3,2,2,16,,8,,6,,,,3,4,2,9,,16,0,2,4,1.47,,2
1109,73,F,,6,5,4,3,5,3,2,28,,5,5,3,2,3,18,,8,,,,,,,,,,,,,,,,,
1139,88,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,6,,,,4,4,2,10,,16,10,6,8,2.67,,3
1176,81,F,,6,5,5,3,5,3,2,29,,5,5,3,2,3,18,,8,,,,,,3,5,2,10,,,,,,,,
1200,77,F,,6,5,5,2,4,4,2,28,,5,5,3,3,2,18,,8,,,,,,,,,,,15,2,8,5,2.00,,2
1213,21,F,,2,2,1,1,3,2,1,12,,2,2,1,1,1,7,,2,,1,,3,,partially fused,partially fused,partially fused,partially fused,,15,0,1,2,1.20,,2
1217,42,F,,3,3,2,1,4,1,1,15,,3,3,2,1,1,10,,4,,5,,,,4,1,1,6,,16,6,4,2,1.87,,2
1219,23,F,,1,1,5,1,2,2,2,14,,1,1,2,3,1,8,,1,,,,,,partially fused,partially fused,partially fused,partially fused,,16,0,0,0,1.07,,2
1227,44,F,,3,3,3,2,3,2,1,17,,3,3,3,1,1,11,,4,,,,,,,,,,,10,2,8,6,1.73,,1
1231,60,F,,7,5,3,2,4,2,2,25,,5,5,3,1,2,16,,7,,6,,6,,3,4,2,9,,16,4,11,7,2.53,,3
1235,69,F,,4,5,5,2,4,1,2,23,,4,5,3,3,2,17,,8,,,,,,,,,,,,,,,,,
1238,68,F,,6,5,3,3,4,3,2,26,,5,5,3,1,2,16,,7,,5,,,,3,4,2,9,,,,,,,,
1239,56,F,,5,4,3,2,2,2,2,20,,5,4,3,1,2,15,,6,,6,,,,3,2,2,7,,15,6,4,7,2.13,,3
1240,68,F,,7,5,4,3,5,2,2,28,,5,5,3,2,3,18,,8,,5,,,,4,2,2,8,,15,8,14,7,2.93,,3
1243,45,F,,4,3,3,2,3,3,1,19,,4,4,3,1,2,14,,5,,5,,,,4,2,2,8,,13,3,3,2,1.40,,2
1246,69,F,,6,5,4,3,4,3,2,27,,5,5,3,2,3,18,,8,,,,,,4,2,2,8,,16,12,23,8,3.93,,5
1247,42,F,,3,3,3,1,3,2,1,16,,3,4,3,1,1,12,,5,,5,,,,2,1,1,4,,16,1,1,0,1.20,,2
1252,68,F,,6,5,4,3,4,3,3,28,,5,5,3,2,3,18,,8,,,,,,4,3,2,9,,14,4,2,7,1.80,,3
1254,22,F,,4,2,1,1,1,2,1,12,,4,2,1,1,1,9,,2,,1,,2,,not fused,not fused,not fused,not fused,,11,1,4,1,1.13,,1
1257,75,F,,6,5,3,2,5,4,3,28,,5,5,3,1,2,16,,7,,,,,,4,4,2,10,,12,0,3,0,1.00,,2
1260,25,F,,3,2,2,1,1,1,1,11,,3,2,2,1,1,9,,2,,,,,,,,,,,16,5,0,1,1.47,,2
1281,51,F,,4,4,4,3,4,2,1,22,,4,4,3,2,3,16,,7,,5,,,,2,1,2,5,,15,8,9,7,2.60,,3
1287,52,F,,7,5,4,3,2,1,2,24,,5,5,3,2,3,18,,8,,5,,,,3,2,1,7,,14,2,5,1,1.47,,2
1291,60,F,,5,4,2,2,4,2,2,21,,5,4,2,1,3,15,,7,,5,,5,,3,1,1,5,,15,5,7,4,2.07,,2
1344,40,F,,,,,,,,,,,,,,,,,,,,,,5,,3,1,2,6,,,,,,,,
1349,49,F,,4,3,4,2,3,1,2,19,,4,4,3,2,2,15,,7,,6,,6,,2,4,1,7,,16,6,12,6,2.67,,3
1359,71,F,,,,,,,,,,,4,5,3,3,3,18,,8,,6,,,,,,,,,15,8,7,4,2.27,,2
1362,74,F,,5,5,5,2,5,3,2,27,,5,5,3,3,2,18,,8,,,,,,3,4,2,9,,,,,,,,
1366,77,F,,7,5,4,3,5,3,2,29,,5,5,3,2,3,18,,8,,6,,,,,,,,,16,11,24,8,3.93,,5
1369,80,F,,,,,,,,,,,,,,,,,,,,,,7,,4,3,2,9,,,,,,,,
1371,80,F,,7,5,4,3,5,3,3,30,,5,5,3,2,3,18,,8,,6,,,,5,5,2,12,,16,11,14,8,3.27,,3
1373,85,F,,7,5,4,3,4,4,2,29,,5,5,3,2,3,18,,8,,,,,,5,5,2,12,,,,,,,,
1375,86,F,,7,5,5,3,5,3,3,31,,5,5,3,3,3,19,,8,,6,,,,5,4,3,12,,,,,,,,
1377,87,F,,,,,,,,,,,,,,,,,,,,6,,,,3,2,2,7,,,,,,,,
1378,87,F,,7,5,4,3,5,3,2,29,,5,5,3,2,3,18,,8,,6,,,,,,,,,,,,,,,
1380,88,F,,7,5,5,3,4,3,3,30,,5,5,3,3,3,19,,8,,,,7,,6,6,2,14,,,,,,,,
1382,91,F,,7,5,5,3,4,3,3,30,,5,5,3,3,3,19,,8,,,,,,,,,,,16,10,13,8,3.13,,3
